Numero de Documento,Expediente,Placa,Vigencia,Nombre Completo,SADE,Valor Embargo,Fecha Generacion MP
1000001104,076-2012-001104,BQM104,2012,FERNANDO ANA MARTINEZ JIMENEZ,SADE-0001104,6800000,2012-09-23
1000001105,076-2019-001105,BQN105,2019,DIEGO ALEJANDRO QUINTERO GUTIERREZ,SADE-0001105,12000000,2019-08-28
1000001106,076-2018-001106,BQO106,2018,DIEGO WILLIAM SUAREZ ROJAS,SADE-0001106,8800000,2018-05-07
1000001107,076-2008-001107,BQP107,2008,CAMILO BEATRIZ SUAREZ RESTREPO,SADE-0001107,10100000,2008-10-08
1000001108,076-2007-001108,BQQ108,2007,MARIA ALEXANDRA AGUILAR RIOS,SADE-0001108,2700000,2007-08-07
1000001109,076-2011-001109,BQR109,2011,HERNANDO LUISA RESTREPO AGUILAR,SADE-0001109,11400000,2011-10-09
1000001110,076-2009-001110,BQS110,2009,ANA BEATRIZ JIMENEZ CASTILLO,SADE-0001110,3500000,2009-01-23
1000001111,076-2015-001111,BQT111,2015,DIANA SOFIA GAVIRIA MARTINEZ,SADE-0001111,6200000,2015-12-07
1000001112,076-2010-001112,BQU112,2010,YOLANDA OSCAR GAVIRIA MONTOYA,SADE-0001112,3800000,2010-07-28
1000001113,076-2010-001113,BQV113,2010,ALEJANDRO MONICA MEDINA VARGAS,SADE-0001113,11200000,2010-03-14
1000001114,076-2019-001114,BQW114,2019,CLAUDIA MARIA MEDINA ORTIZ,SADE-0001114,6500000,2019-10-15
1000001115,076-2021-001115,BQX115,2021,LILIANA BEATRIZ ROJAS BELTRAN,SADE-0001115,2600000,2021-01-16
1000001116,076-2009-001116,BQY116,2009,GERMAN PAOLA PENA MONTOYA,SADE-0001116,11300000,2009-12-20
1000001117,076-2011-001117,BQZ117,2011,JORGE PEDRO MORENO DIAZ,SADE-0001117,1800000,2011-06-08
1000001118,076-2014-001118,BRA118,2014,RODRIGO ALEJANDRO REYES RUIZ,SADE-0001118,600000,2014-05-17
1000001119,076-2016-001119,BRB119,2016,ALVARO ADRIANA RESTREPO SALAZAR,SADE-0001119,3800000,2016-09-02
1000001120,076-2016-001120,BRC120,2016,GLORIA WILLIAM JIMENEZ BUITRAGO,SADE-0001120,13100000,2016-06-15
1000001121,076-2009-001121,BRD121,2009,ANA GERMAN SANCHEZ BERMUDEZ,SADE-0001121,4100000,2009-05-04
1000001122,076-2012-001122,BRE122,2012,CARLOS DIEGO GAVIRIA NAVARRO,SADE-0001122,9700000,2012-07-10
1000001123,076-2021-001123,BRF123,2021,WILLIAM CATALINA ORTIZ SANCHEZ,SADE-0001123,8500000,2021-07-06
1000001124,076-2012-001124,BRG124,2012,FELIPE CLAUDIA MORENO PRADA,SADE-0001124,1800000,2012-04-05
1000001125,076-2007-001125,BRH125,2007,FABIO GLORIA RUIZ CUELLAR,SADE-0001125,7100000,2007-03-23
1000001126,076-2014-001126,BRI126,2014,DIANA SANDRA GAVIRIA RUIZ,SADE-0001126,11800000,2014-06-23
1000001127,076-2015-001127,BRJ127,2015,FELIPE SOFIA GAVIRIA MARTINEZ,SADE-0001127,4200000,2015-02-12
1000001128,076-2008-001128,BRK128,2008,MONICA OSCAR SUAREZ JIMENEZ,SADE-0001128,13500000,2008-05-19
1000001129,076-2021-001129,BRL129,2021,PATRICIA MONICA ROJAS GOMEZ,SADE-0001129,13900000,2021-10-06
1000001130,076-2013-001130,BRM130,2013,JORGE LILIANA GAVIRIA HERRERA,SADE-0001130,8900000,2013-01-10
1000001131,076-2017-001131,BRN131,2017,SANDRA PAOLA SALAZAR ROJAS,SADE-0001131,3200000,2017-06-05
1000001132,076-2007-001132,BRO132,2007,ANA SOFIA CUELLAR BELTRAN,SADE-0001132,7300000,2007-10-22
1000001133,076-2007-001133,BRP133,2007,NUBIA CARLOS AGUILAR PRADA,SADE-0001133,8800000,2007-12-24
1000001134,076-2021-001134,BRQ134,2021,FERNANDO DIEGO PENA DIAZ,SADE-0001134,7700000,2021-06-26
1000001135,076-2007-001135,BRR135,2007,JORGE ALEXANDRA REYES MONTOYA,SADE-0001135,2800000,2007-07-09
1000001136,076-2009-001136,BRS136,2009,LILIANA PAOLA RAMIREZ LOPEZ,SADE-0001136,5800000,2009-03-13
1000001137,076-2019-001137,BRT137,2019,PAOLA OSCAR MORALES MARTINEZ,SADE-0001137,8100000,2019-08-26
1000001138,076-2013-001138,BRU138,2013,ADRIANA ALEJANDRO CASTRO PALACIOS,SADE-0001138,2900000,2013-06-17
1000001139,076-2010-001139,BRV139,2010,FELIPE JULIAN MONTOYA CUELLAR,SADE-0001139,7300000,2010-10-20
1000001140,076-2013-001140,BRW140,2013,ANA DIANA SALAZAR AGUILAR,SADE-0001140,5200000,2013-07-21
1000001141,076-2013-001141,BRX141,2013,ANA CARLOS BUITRAGO CORREA,SADE-0001141,12300000,2013-11-08
1000001142,076-2017-001142,BRY142,2017,CLAUDIA FELIPE SANCHEZ SANCHEZ,SADE-0001142,2600000,2017-05-15
1000001143,076-2013-001143,BRZ143,2013,ANA ANDRES CARDENAS MORALES,SADE-0001143,3700000,2013-11-10
1000001144,076-2020-001144,BSA144,2020,LILIANA MAURICIO BERMUDEZ MEDINA,SADE-0001144,1700000,2020-09-03
1000001145,076-2021-001145,BSB145,2021,CARLOS VALENTINA HERRERA BUITRAGO,SADE-0001145,11300000,2021-07-04
1000001146,076-2014-001146,BSC146,2014,FERNANDO WILLIAM PALACIOS ORTIZ,SADE-0001146,2500000,2014-09-01
1000001147,076-2008-001147,BSD147,2008,SOFIA GLORIA SUAREZ RESTREPO,SADE-0001147,1600000,2008-02-14
1000001148,076-2021-001148,BSE148,2021,ADRIANA GERMAN ROJAS BELTRAN,SADE-0001148,12000000,2021-10-26
1000001149,076-2011-001149,BSF149,2011,NUBIA GLORIA PENA SUAREZ,SADE-0001149,2500000,2011-12-20
1000001150,076-2011-001150,BSG150,2011,PEDRO DIANA ROMERO LOPEZ,SADE-0001150,600000,2011-07-04
1000001151,076-2007-001151,BSH151,2007,HERNANDO ANDRES BELTRAN RESTREPO,SADE-0001151,12900000,2007-05-20
1000001152,076-2020-001152,BSI152,2020,CATALINA BEATRIZ RESTREPO CARDENAS,SADE-0001152,2700000,2020-03-05
1000001153,076-2007-001153,BSJ153,2007,RICARDO SANDRA LOPEZ VARGAS,SADE-0001153,1100000,2007-04-16
1000001154,076-2017-001154,BSK154,2017,CLAUDIA LILIANA BERMUDEZ ROMERO,SADE-0001154,5300000,2017-02-10
1000001155,076-2019-001155,BSL155,2019,SOFIA CLAUDIA CUELLAR BERMUDEZ,SADE-0001155,1000000,2019-02-06
1000001156,076-2021-001156,BSM156,2021,CLAUDIA JULIAN GAVIRIA CUELLAR,SADE-0001156,1000000,2021-08-19
1000001157,076-2010-001157,BSN157,2010,RICARDO OSCAR CASTILLO RESTREPO,SADE-0001157,1800000,2010-06-01
1000001158,076-2008-001158,BSO158,2008,DIANA CAMILO GAVIRIA ROJAS,SADE-0001158,14600000,2008-05-02
1000001159,076-2014-001159,BSP159,2014,PAOLA FELIPE BUITRAGO ROJAS,SADE-0001159,12900000,2014-04-23
1000001160,076-2007-001160,BSQ160,2007,MAURICIO MARIA BERMUDEZ CASTILLO,SADE-0001160,8500000,2007-09-03
1000001161,076-2011-001161,BSR161,2011,CAMILO ANDRES MARTINEZ GAVIRIA,SADE-0001161,9300000,2011-08-23
1000001162,076-2013-001162,BSS162,2013,MARIA HERNANDO MEDINA VARGAS,SADE-0001162,12500000,2013-06-15
1000001163,076-2010-001163,BST163,2010,VALENTINA FABIO ROJAS CORREA,SADE-0001163,12400000,2010-03-10
1000001164,076-2018-001164,BSU164,2018,ALVARO CAMILO SALAZAR CUELLAR,SADE-0001164,4600000,2018-10-07
1000001165,076-2011-001165,BSV165,2011,ANA ANDRES CASTRO SUAREZ,SADE-0001165,5600000,2011-03-20
1000001166,076-2014-001166,BSW166,2014,PEDRO CAMILO GAVIRIA CARDENAS,SADE-0001166,6500000,2014-04-18
1000001167,076-2007-001167,BSX167,2007,MARIA RODRIGO ORTIZ PALACIOS,SADE-0001167,4500000,2007-03-27
1000001168,076-2020-001168,BSY168,2020,VALENTINA CARLOS TORRES CORREA,SADE-0001168,11500000,2020-02-20
1000001169,076-2010-001169,BSZ169,2010,SANDRA ALEXANDRA RIOS GAVIRIA,SADE-0001169,7100000,2010-06-26
1000001170,076-2012-001170,BTA170,2012,CARLOS ALEXANDRA NAVARRO MORALES,SADE-0001170,13600000,2012-10-22
1000001171,076-2008-001171,BTB171,2008,LUISA JULIAN BELTRAN MARTINEZ,SADE-0001171,3200000,2008-10-20
1000001172,076-2019-001172,BTC172,2019,PEDRO ALEXANDRA RUIZ BUITRAGO,SADE-0001172,3100000,2019-03-21
1000001173,076-2008-001173,BTD173,2008,MONICA BEATRIZ JIMENEZ MEDINA,SADE-0001173,11800000,2008-09-16
1000001174,076-2018-001174,BTE174,2018,PEDRO CLAUDIA SALAZAR CORREA,SADE-0001174,4000000,2018-02-28
1000001175,076-2010-001175,BTF175,2010,JULIAN CAMILO GOMEZ ACOSTA,SADE-0001175,12600000,2010-06-10
1000001176,076-2015-001176,BTG176,2015,HERNANDO ANA NAVARRO SALAZAR,SADE-0001176,11100000,2015-06-21
1000001177,076-2017-001177,BTH177,2017,LILIANA CLAUDIA SANCHEZ QUINTERO,SADE-0001177,6300000,2017-03-26
1000001178,076-2013-001178,BTI178,2013,CAMILO CAMILO BELTRAN SANCHEZ,SADE-0001178,9700000,2013-01-15
1000001179,076-2009-001179,BTJ179,2009,JUAN MAURICIO TORRES RAMIREZ,SADE-0001179,9100000,2009-06-13
1000001180,076-2019-001180,BTK180,2019,HERNANDO DIANA DIAZ RESTREPO,SADE-0001180,1400000,2019-11-21
1000001181,076-2009-001181,BTL181,2009,FERNANDO LUISA SANCHEZ MEDINA,SADE-0001181,11200000,2009-07-22
1000001182,076-2018-001182,BTM182,2018,ALEXANDRA ADRIANA GUTIERREZ PALACIOS,SADE-0001182,700000,2018-05-17
1000001183,076-2016-001183,BTN183,2016,CLAUDIA PAOLA PRADA PENA,SADE-0001183,14400000,2016-10-26
1000001184,076-2016-001184,BTO184,2016,JULIAN RODRIGO RESTREPO VARGAS,SADE-0001184,8200000,2016-02-02
1000001185,076-2015-001185,BTP185,2015,NUBIA ALVARO CASTRO SANCHEZ,SADE-0001185,14300000,2015-05-07
1000001186,076-2008-001186,BTQ186,2008,VALENTINA ALEXANDRA CARDENAS SANCHEZ,SADE-0001186,9200000,2008-11-06
1000001187,076-2007-001187,BTR187,2007,MARIA ESPERANZA ROJAS ORTIZ,SADE-0001187,6600000,2007-05-24
1000001188,076-2013-001188,BTS188,2013,VALENTINA SANDRA DIAZ SALAZAR,SADE-0001188,7100000,2013-11-17
1000001189,076-2012-001189,BTT189,2012,SANDRA LUISA MARTINEZ PRADA,SADE-0001189,8100000,2012-10-24
1000001190,076-2007-001190,BTU190,2007,SOFIA NUBIA ACOSTA ROJAS,SADE-0001190,14900000,2007-12-21
1000001191,076-2017-001191,BTV191,2017,ESPERANZA ALEJANDRO RIOS PALACIOS,SADE-0001191,8100000,2017-05-22
1000001192,076-2019-001192,BTW192,2019,FERNANDO DIEGO MONTOYA SANCHEZ,SADE-0001192,6800000,2019-02-11
1000001193,076-2015-001193,BTX193,2015,PATRICIA RICARDO SALAZAR BELTRAN,SADE-0001193,3000000,2015-03-23
1000001194,076-2013-001194,BTY194,2013,CAMILO ANA RAMIREZ DIAZ,SADE-0001194,11300000,2013-03-16
1000001195,076-2010-001195,BTZ195,2010,JULIAN JORGE SALAZAR SANCHEZ,SADE-0001195,10800000,2010-10-18
1000001196,076-2015-001196,BUA196,2015,PAOLA WILLIAM ROJAS GAVIRIA,SADE-0001196,11300000,2015-08-23
1000001197,076-2021-001197,BUB197,2021,FELIPE CAMILO JIMENEZ MORALES,SADE-0001197,13400000,2021-03-16
1000001198,076-2018-001198,BUC198,2018,SOFIA DIEGO BUITRAGO SANCHEZ,SADE-0001198,3500000,2018-12-07
1000001199,076-2014-001199,BUD199,2014,ANDRES CARLOS JIMENEZ MORENO,SADE-0001199,9900000,2014-02-20
1000001200,076-2020-001200,BUE200,2020,CAMILO SANDRA MARTINEZ SALAZAR,SADE-0001200,7900000,2020-01-17
